"name","code","city","region","state","start_lat","start_lon","turn_lat","turn_lon","length","monitored","BB.stat","SMD.stat","LMD.stat"
"Teronda West","TrndW","Coupeville","Puget Sound","Washington",48.127878,-122.600816,48.120797,-122.600199,0.8,TRUE,2,1,1
"Sunset Beach","Sunset","Anacortes","Puget Sound","Washington",48.49994,-122.693275,48.502429,-122.690953,0.4,TRUE,2,2,2
"Locust Ave South","LcstAvS","Bellingham","Puget Sound","Washington",48.771819,-122.531599,48.768103,-122.528176,0.8,TRUE,2,1,1
"Point Julia - North","PtJuliaN","Little Boston","Puget Sound","Washington",47.855032,-122.576241,47.859894,-122.573436,0.6,TRUE,2,1,1
"Cove South","CoveSth","Vashon","Puget Sound","Washington",47.454278,-122.51178,47.446584,-122.51279,1.5,TRUE,2,1,1
"Hood Head N","HoodHdN","Port Ludlow","Puget Sound","Washington",47.889615,-122.636628,47.887442,-122.610512,2,TRUE,1,2,1
"Owens Beach","OwnBch","Tacoma","Puget Sound","Washington",47.312519,-122.527325,47.317651,-122.547593,0.8,TRUE,2,1,2
"Freeland Park","FrlndPrk","Freeland","Puget Sound","Washington",48.015593,-122.539886,48.016257,-122.525884,1.18,TRUE,2,1,1
"Andrew Anderson Marine Park","AnwAndMP","Anderson Island","Puget Sound","Washington",47.146412,-122.73299,47.13807,-122.7223,1.3,TRUE,1,1,1
"Tolmie Park West","TlmPkW","Olympia","Puget Sound","Washington",47.122786,-122.776441,47.121928,-122.777684,0.13,TRUE,2,1,1
"Lily Point","LlyPnt","Point Roberts","Puget Sound","Washington",48.979763,-123.02532,48.973994,-123.027829,1.5,TRUE,1,1,1
"Indian Island South","IndnIslS","Port Townsend","Puget Sound","Washington",48.024884,-122.719501,48.01572,-122.698847,2,FALSE,NA,NA,NA
"Blaine Marine Park","BlnMrnPk","Blaine","Puget Sound","Washington",48.996663,-122.758272,48.992108,-122.766254,0.5,TRUE,1,2,1
"Keystone Spit North","KystnSpN","Keystone","Puget Sound","Washington",48.157544,-122.671109,48.163172,-122.651098,1.63,TRUE,2,1,1
"Rockaway Beach","RckwyBch","Bainbridge Island","Puget Sound","Washington",47.598993,-122.498204,47.612616,-122.498667,1.56,TRUE,1,1,1
"Mutiny Bay Rd N","MnyByRdN","Freeland","Puget Sound","Washington",48.008608,-122.571333,48.016667,-122.587461,1.6,TRUE,1,1,1
"Warm Beach","WarmBch","Stanwood","Puget Sound","Washington",48.1749,-122.363279,48.182197,-122.357182,1,FALSE,NA,NA,NA
"Point Vashon South","PntVshnS","Vashon","Puget Sound","Washington",47.510042,-122.476574,47.505208,-122.4759,0.7,TRUE,2,1,1
"Boulevard Park","BlvrdPrk","Bellingham","Puget Sound","Washington",48.742529,-122.49006,48.737143,-122.495737,0.4,TRUE,2,2,2
"Lowman","Lwmn","Seattle","Puget Sound","Washington",47.540456,-122.397434,47.538984,-122.396795,0.2,TRUE,2,1,1
"Kitsap Memorial Park","KtspMmrl","Poulsbo","Puget Sound","Washington",47.814875,-122.65462778,47.8215306,-122.64974444,0.83,TRUE,1,1,1
"Lynwood Center","LynwdCtr","Bainbridge Island","Puget Sound","Washington",47.603951,-122.549466,47.603212,-122.553232,0.5,TRUE,2,1,1
"Sucia Drive North","SuciaDrN","Bellingham","Puget Sound","Washington",48.811738,-122.709161,48.825708,-122.71108,1.2,TRUE,2,1,1
"North Fort Casey","NthFtCsy","Coupeville","Puget Sound","Washington",48.165039,-122.682904,48.183421,-122.69614,2.2,TRUE,2,1,1
"East Beach Park N","EBchPkN","Marrowstone","Puget Sound","Washington",48.056819,-122.683831,48.062833,-122.684629,1.5,TRUE,2,1,1
"Point Whitehorn","PtWhthrn","Bellingham","Puget Sound","Washington",48.901279,-122.773861,48.894891,-122.792118,1.66,TRUE,2,2,2
"Guemes Potlatch","GmsPltch","Guemes Island","Puget Sound","Washington",48.55004,-122.652544,48.56904,-122.650511,2.7,TRUE,1,1,1
"Dumas Bay Park","DmsByPrk","Federal Way","Puget Sound","Washington",47.327479,-122.38587,47.326033,-122.382627,0.36,TRUE,1,1,1
"Rocky Point","rckypnt","Coupeville","Puget Sound","Washington",48.322571,-122.702594,48.316267,-122.706104,0.75,TRUE,2,1,1
"Fort Flagler","FtFlglr","Port Townsend","Puget Sound","Washington",48.102457,-122.689963,48.098472,-122.714936,2,TRUE,2,1,1
"Sunset Beach 2","SnstBch2","Whidbey Island","Puget Sound","Washington",48.296329,-122.725972,48.286426,-122.728696,1.1,TRUE,2,1,1
"Bowman Bay","Bowman","Anacortes","Puget Sound","Washington",48.4183,-122.65444,48.4135,-122.650717,0.63,TRUE,2,1,1
"Eglon South","EglonS","Kingston","Puget Sound","Washington",47.862438,-122.513701,47.854338,-122.508414,1,TRUE,2,1,1
"Battle Point","BttlPnt","Bainbridge","Puget Sound","Washington",47.666902,-122.583805,47.663481,-122.592704,0.8,TRUE,1,1,1
"South Clark Point","SthClkPt","Guemes","Puget Sound","Washington",48.57202,-122.651809,48.581898,-122.651339,1.1,TRUE,1,1,1
"Evergreen Beach","Evrgrn","Olympia","Puget Sound","Washington",47.080929,-122.982768,47.087132,-122.9747,0.98,TRUE,2,1,1
"East Drayton Harbor","EDrytnH","","Puget Sound","Washington",48.96807,-122.73376,48.96242,-122.732435,0.75,TRUE,2,2,2
"Meadowdale Park","MdwdlPrk","Seattle","Puget Sound","Washington",47.857534,-122.334519,47.86434,-122.333629,1,TRUE,2,2,2
"Birch Bay Village West","BrcByVgW","Bellingham","Puget Sound","Washington",48.931654,-122.788074,48.93399,-122.800659,0.98,TRUE,2,1,1
"Clark Point West","ClrkPntW","Guemes","Puget Sound","Washington",48.582143,-122.651417,48.58881,-122.647395,0.9,TRUE,1,1,1
"Hood Head E","HoodHdE","Port Ludlow","Puget Sound","Washington",47.88742,-122.61051,47.877639,-122.622365,1.5,TRUE,1,1,1
"Bush Point North","BshPtN","Whidbey Island","Puget Sound","Washington",48.0361,-122.5995,48.0398,-122.5966,0.47,TRUE,2,1,1
"Chuckanut Bay","ChckntBy","Bellingham","Puget Sound","Washington",48.670428,-122.490762,48.676045,-122.490464,0.4,TRUE,2,2,2
"Bush Point","BshPnt","Whidbey Island","Puget Sound","Washington",48.033592,-122.6036,48.050141,-122.593739,2.08,FALSE,NA,NA,NA
"Point No Point Road","PntNPntR","","Puget Sound","Washington",47.55009,-122.32435,47.54423,-122.31587,1.15,TRUE,1,2,2
"Fort Flagler East","FrtFlgE","Port Townsend","Puget Sound","Washington",48.101722,-122.687697,48.07863,-122.688789,2.5,TRUE,2,1,1
"Chuckamud Bay","ChckmdBy","Bellingham","Puget Sound","Washington",48.702105,-122.497552,48.697698,-122.50571,1.3,TRUE,2,1,1
"Oak Head","OakHd","Coyle","Puget Sound","Washington",47.682664,-122.813406,47.689749,-122.828866,1.4,TRUE,2,1,1
"Stavis Bay","stvsby","Seabeck","Puget Sound","Washington",47.633113,-122.874866,47.630581,-122.868199,0.6,TRUE,1,1,1
"Terrell Mouth","TrrllMth","Birch Bay","Puget Sound","Washington",48.92167,-122.745264,48.932281,-122.747548,1.2,TRUE,1,1,1
"Point Julia - South","PtJuliaS","Little Boston","Puget Sound","Washington",47.855032,-122.576241,47.85405,-122.572168,0.33,TRUE,2,1,1
"Rolling Bay","RllngBy","","Puget Sound","Washington",47.662595,-122.499998,47.664705,-122.503964,1,TRUE,NA,NA,NA
"Barnum Point","BrnmPnt","Camano","Puget Sound","Washington",48.19684,-122.45457,48.19966,-122.45313,0.622,TRUE,2,1,1
"Purdy Spit","PrdySpt","Wauna","Puget Sound","Washington",47.379125,-122.642237,47.383743,-122.628755,1.13,TRUE,2,2,2
"Guemes Channel East","GmsChnlE","Guemes","Puget Sound","Washington",48.536837,-122.592117,48.528433,-122.624558,2.65,TRUE,1,1,1
"Keystone Spit South","KystnSpS","Keystone","Puget Sound","Washington",48.163666,-122.637601,48.163176,-122.651069,1.1,TRUE,2,1,1
"Manitou Beach","Manitou","Bainbridge Island","Puget Sound","Washington",47.653833,-122.516808,47.657408,-122.506201,0.9,TRUE,1,1,1
"Skyline Marina Beach","SkylnMr","Anacortes","Puget Sound","Washington",48.490894,-122.683573,48.492177,-122.68868,0.43,TRUE,2,1,1
"Ed Munro Seahurst Pk","EdMnrPk","Burien","Puget Sound","Washington",47.48234,-122.36136,47.47548,-122.36571,0.86,TRUE,2,1,1
"Camp Kirby","CmpKrby","Samish Island","Puget Sound","Washington",48.574397,-122.557931,48.581837,-122.560511,0.96,TRUE,1,1,1
"Point No Point","PntNoPnt","Kingston","Puget Sound","Washington",47.911804,-122.532674,47.90385,-122.52797,1.5,TRUE,2,2,2
"Westhaven","Wsthvn","Westport","South Coast","Washington",46.886709,-124.126931,46.904552,-124.133681,2,TRUE,2,1,1
"South Damon","SthDmn","Ocean Shores","South Coast","Washington",47.017455,-124.172761,47.007074,-124.172432,1.14,TRUE,2,1,1
"North Surfside","NthSrfsd","Ocean Park","South Coast","Washington",46.548093,-124.061967,46.530155,-124.060319,1.5,TRUE,1,1,1
"Jacobsen Jetty North ","JcbsnJtN","North Cove","South Coast","Washington",46.732821,-124.064073,46.735588,-124.076803,1.6,TRUE,2,1,1
"Cranberry Rd South","CrnbrryS","Long Beach","South Coast","Washington",46.395349,-124.0617,46.371525,-124.062903,2.4,TRUE,1,1,1
"Washaway Beach #1","WswyBch1","Grayland","South Coast","Washington",46.746231,-124.096908,46.741383,-124.09178,0.65,TRUE,2,1,1
"Jacobsen Jetty South","JbsnJtty","North Cove","South Coast","Washington",46.728795,-124.058134,46.721938,-124.032807,2.13,TRUE,1,1,1
"Bonge South","BngSth","Westport","South Coast","Washington",46.849198,-124.112061,46.8372,-124.108358,1.4,TRUE,2,1,1
"Damon Point-West","DmnPntWe","Ocean Shores","South Coast","Washington",46.944554,-124.1432,46.934355,-124.154552,2.4,TRUE,2,2,2
"Isthmus Beach ","Isthmus","Indian Island ","Puget Sound","Washington",48.019542,-122.708208,48.01585,-122.69939,0.79,TRUE,NA,NA,NA
"Floral Point","FlrlPnt","Bangor","Puget Sound","Washington",47.768142,-122.712219,47.761517,-122.719158,1,TRUE,1,1,1
"Joseph Whidbey SP","JsphWhdb","Oak Harbor","Puget Sound","Washington",48.308077,-122.71636,48.316267,-122.706104,1.18,TRUE,2,1,1
"Possession Beach","PssnBch","Clinton","Puget Sound","Washington",47.90636,-122.37715,47.90696,-122.39241,1.6,TRUE,2,1,1
"Fort Ebey Kettle","FrtEbyKt","Coupeville","Puget Sound","Washington",48.20376,-122.73843,48.21049,-122.7457,1,TRUE,2,1,1
"Magnolia Beach","MgnlBch","Vashon","Puget Sound","Washington",47.385624,-122.478117,47.371019,-122.486927,2,TRUE,1,1,1
"Pomeroy Park","PomryPk","Manchester","Puget Sound","Washington",47.562504,-122.538517,47.55535,-122.543335,0.88,TRUE,2,1,1
"Tolmie Park East","TolmPkE","Olympia","Puget Sound","Washington",47.121349,-122.776767,47.120438,-122.772948,0.3,TRUE,2,2,1
"Chambers Bay","ChmbrsBy","Tacoma","Puget Sound","Washington",47.203563,-122.581753,47.19629,-122.58248,0.83,TRUE,2,1,1
"Point Robinson North","PtRbnsnN","Vashon","Puget Sound","Washington",47.388534,-122.373564,47.382717,-122.390533,1.5,TRUE,1,2,1
"Waterman Point","WtrmnPt","Port Orchard","Puget Sound","Washington",47.583407,-122.569128,47.579635,-122.572158,0.53,FALSE,NA,NA,NA
"Manchester Fuel Depot","MchtrDpt","Manchester","Puget Sound","Washington",47.572032,-122.551141,47.574134,-122.54764,0.9,TRUE,1,1,1
"Pitt Passage","PtPsge","Home","Puget Sound","Washington",47.213538,-122.734104,47.223647,-122.721052,1.77,TRUE,2,1,1
"Jefferson Beach Park","JffsnPrk","Indianola","Puget Sound","Washington",47.745994,-122.477266,47.752189,-122.473781,0.9,TRUE,1,1,2
"Silverdale Waterfront Park","SlvrdlWt","Silverdale","Puget Sound","Washington",47.643268,-122.696136,47.641664,-122.699324,0.45,TRUE,2,1,1
"Jensen Point","JnsnPnt","Vashon","Puget Sound","Washington",47.390148,-122.447098,47.384911,-122.450178,0.5,TRUE,1,1,1
"Ledgewood Beach - North","LdgwdN","Keystone","Puget Sound","Washington",48.14463,-122.605252,48.157696,-122.614946,1.63,TRUE,2,2,1
"English Boom Preserve","EnglshBm","Camano Island","Puget Sound","Washington",48.262448,-122.437917,48.263873,-122.441499,0.4,TRUE,2,1,1
"Mission Beach","MssnBch","Mission Beach","Puget Sound","Washington",48.055314,-122.284956,48.048155,-122.274422,2.02,TRUE,2,2,2
"Fort Townsend State Park S","FtTwnsnd","Port Townsend","Puget Sound","Washington",48.078338,-122.788566,48.070258,-122.785816,0.95,TRUE,2,1,1
"Perego Lagoon","PrgLgn","Coupeville","Puget Sound","Washington",48.194805,-122.715229,48.197868,-122.727823,1,TRUE,2,1,1
"Dash Point St. Park","dshpntsp","Federal Way","Puget Sound","Washington",47.320357,-122.414626,47.32258,-122.402123,1,TRUE,1,2,2
"Race Lagoon Spit","RcLgnSt","Coupeville","Puget Sound","Washington",48.1923,-122.595114,48.195592,-122.600442,0.55,TRUE,1,2,2
"Menard's Landing","MnrdsLdg","Tahuya","Puget Sound","Washington",47.386782,-123.112357,47.385902,-123.113947,0.26,TRUE,1,1,1
"Guemes Island","GmsIs","Anacortes","Puget Sound","Washington",48.528443,-122.624746,48.53242,-122.652244,2.2,TRUE,2,2,2
"Indianola Pier W","IndPrW","Indianola","Puget Sound","Washington",47.74756,-122.537338,47.746657,-122.525798,0.9,TRUE,1,1,1
"Inner Fidalgo Bay","InrFdlgB","Skagit","Puget Sound","Washington",48.482197,-122.59292,48.482076,-122.590026,0.26,TRUE,2,1,1
"Lincoln Park Beach","LnclnPrk","Seattle","Puget Sound","Washington",47.526142,-122.395084,47.536925,-122.396352,1.57,TRUE,2,2,2
"Admiralty Inlet","AdmInlt","Port Towsend","Puget Sound","Washington",48.118679,-122.750791,48.132064,-122.76268,1,TRUE,2,2,2
"Long Beach North","LngBchNo","Camano Island","Puget Sound","Washington",48.216593,-122.446675,48.201447,-122.449517,1.4,TRUE,2,1,1
"Strawberry Bay","StrwbyBy","Cypress Island","Puget Sound","Washington",48.55846,-122.72128,48.56588,-122.72705,1.2,TRUE,1,1,1
"Browns Point  Lighthouse Park","BrwnsPnt","Tacoma","Puget Sound","Washington",47.304591,-122.443883,47.306138,-122.443261,0.24,TRUE,2,1,2
"Lions Park","LnsPrk","Bremerton","Puget Sound","Washington",47.585107,-122.644478,47.582088,-122.636918,0.7,TRUE,2,1,1
"Mabana","Mabana","Camano Island","Puget Sound","Washington",48.089024,-122.407238,48.093074,-122.415782,0.8,TRUE,1,1,1
"Priest Point Park","PrstPtPk","Olympia","Puget Sound","Washington",47.076568,-122.903768,47.073869,-122.896436,1,TRUE,1,1,1
"Warrenton Cannery Rd North","WrCnRdN","Grayland","South Coast","Washington",46.746272,-124.093373,46.758445,-124.102187,1.3,TRUE,2,1,1
"Heath South","HthSth","Copalis Beach","South Coast","Washington",47.111249,-124.183383,47.104213,-124.181701,0.8,TRUE,1,1,1
"South Butter Clam","SthBtrCl","Ocean Shores","South Coast","Washington",46.962702,-124.173734,46.952562,-124.174723,1.2,TRUE,2,1,1
"Grayland South","GrylndS","Grayland","South Coast","Washington",46.809503,-124.100837,46.799161,-124.099127,1.15,TRUE,2,1,1
"Cranberry Rd North","CrnbrryN","Long Beach","South Coast","Washington",46.395349,-124.0617,46.40587,-124.06169,1,TRUE,1,1,1
"Ocean Park Middle","OcnPkMdl","Ocean Park","South Coast","Washington",46.504902,-124.059365,46.491612,-124.058404,1.5,TRUE,2,2,2
"Bottle Beach ","BttlBch","Aberdeen","South Coast","Washington",46.893344,-124.04687,46.898348,-124.036012,1.02,TRUE,2,1,1
"Grayland Beach State Park","GrylndSP","Westport","South Coast","Washington",46.79404,-124.09823,46.76932,-124.10224,1.71,TRUE,1,1,1
"Dune Beach","Dune","Westport","South Coast","Washington",46.886444,-124.127198,46.874278,-124.12215,1.46,TRUE,2,1,1
"North Jetty to Cape D","NjttyCpD","Ilwaco","South Coast","Washington",46.26935,-124.078448,46.284119,-124.07854,1.5,TRUE,1,1,1
"Ocean Park-South","OcnPkSth","Ocean Park","South Coast","Washington",46.477074,-124.059453,46.491746,-124.05878,1.6,TRUE,2,1,1
"Fishing Bay","FishnBay","Orcas Island","San Juan","Washington",48.694027,-122.910788,48.694288,-122.909377,0.1,TRUE,2,2,2
"Otis Perkins North","OtsPrknN","Lopez Island","San Juan","Washington",48.50096,-122.93808,48.51404,-122.93383,1.5,TRUE,2,1,1
"Pearl Island","PrlIslnd","Pearl Island","San Juan","Washington",48.614089,-123.160837,48.616437,-123.169717,1.2,TRUE,1,1,1
"Cattle Point S","CttlPntS","Friday Harbor","San Juan","Washington",48.454011,-122.962067,48.45236,-122.96293,0.2,TRUE,2,1,1
"North Mail Bay","NMailBay","Waldron Island","San Juan","Washington",48.701344,-123.011401,48.703217,-123.011079,0.2,TRUE,1,1,1
"West Obstruction","WstObstr","Orcas Island","San Juan","Washington",48.603729,-122.830439,48.603399,-122.830305,0.04,FALSE,NA,NA,NA
"False Bay","FalseBay","San Juan Island","San Juan","Washington",48.490306,-123.066769,48.487233,-123.062415,3.2,TRUE,2,2,2
"Tift Rocks Cove","TftRkCv","","San Juan","Washington",48.580028,-122.997925,48.58132,-123.001044,0.5,TRUE,1,1,1
"North Bay Waldron","NByWldrn","Waldron Island","San Juan","Washington",48.699546,-123.071452,48.716892,-123.041062,3.2,TRUE,2,2,2
"Spencer Spit South","SpncSptS","Lopez Island","San Juan","Washington",48.534967,-122.857674,48.536568,-122.850252,0.57,TRUE,1,1,1
"Watmough Bay","WtmghBy","Lopez Island","San Juan","Washington",48.431028,-122.814616,48.430195,-122.813453,0.3,TRUE,2,1,1
"Eagle Cove","EaglCove","San Juan Island","San Juan","Washington",48.461537,-123.031725,48.460574,-123.033673,0.3,TRUE,2,2,2
"Barlow Bay","BarlowBy","Lopez Island","San Juan","Washington",48.432965,-122.868294,48.432522,-122.87535,0.6,TRUE,2,1,1
"Jackson Beach","JcksnBch","San Juan Island","San Juan","Washington",48.518333,-123.012435,48.520833,-123.005556,0.59,TRUE,2,2,2
"Fox Point","FxPt","Sucia Island","San Juan","Washington",48.753637,-122.910818,48.751686,-122.913584,0.5,TRUE,1,1,1
"Decatur East","Dctr Est","Decatur Island","San Juan","Washington",48.5101,-122.78468,48.50236,-122.79298,1.149,TRUE,1,NA,NA
"Reid Harbor","RdHrbr","","San Juan","Washington",NA,NA,NA,NA,1,TRUE,1,1,1
"McArdle Bay","mcrdlby","Lopez Island","San Juan","Washington",48.427232,-122.824171,48.429494,-122.825529,0.28,TRUE,1,1,1
"Burget Beach","BrgtBch","","San Juan","Washington",48.665794,-123.207092,48.666374,-123.209164,0.4,FALSE,NA,NA,NA
"Guthrie Cove B","GthrCvB","Orcas","San Juan","Washington",48.593635,-122.877027,48.591623,-122.881584,0.4,TRUE,1,1,1
"Jefferts/Behyre","Jffrts","Shaw Island","San Juan","Washington",48.58,-122.997939,48.581272,-123.001095,0.3,TRUE,1,1,1
"Deadman Bay","DdmnBay","San Juan Island","San Juan","Washington",48.51252,-123.144396,48.513347,-123.146933,0.2,TRUE,2,2,2
"South Swifts Bay","SSwftsBy","Lopez Island","San Juan","Washington",48.542154,-122.874895,48.5417,-122.867522,1.4,TRUE,1,1,1
"Blanchard East","BlnchrdE","Eastsound","San Juan","Washington",48.713573,-122.91698,48.713982,-122.908961,0.6,TRUE,1,2,2
"Henry Island Isthmus","HnryIsIs","Henry Island","San Juan","Washington",48.59529,-123.189939,48.593359,-123.182997,0.9,TRUE,2,1,2
"Odlin","Odlin","Lopez Island","San Juan","Washington",48.558596,-122.890486,48.556702,-122.893074,1.4,TRUE,2,1,1
"County Park North","CntyPkN","San Juan Island","San Juan","Washington",48.543195,-123.160951,48.543728,-123.160659,0.1,TRUE,2,1,1
"Pres. Channel N","PresChN","Waldron Island","San Juan","Washington",48.719273,-123.008274,48.72207,-123.010138,1.7,TRUE,1,1,1
"Spencer Spit","SpncrSpt","Lopez Island","San Juan","Washington",48.538779,-122.858353,48.536559,-122.850978,1,TRUE,2,1,1
"Westsound","WstSnd","Orcas Island","San Juan","Washington",48.631672,-122.961666,48.631467,-122.958878,0.2,TRUE,2,1,1
"Shark Reef South","ShrkRfS","Lopez Island","San Juan","Washington",48.47833,-122.94478,48.46953,-122.94246,1,TRUE,2,1,1
"North Swifts Bay","NSwftsBy","Lopez Island","San Juan","Washington",48.542154,-122.874895,48.546451,-122.87545,1.4,TRUE,1,1,1
"Andrew's Bay","AndrwBy","Friday Harbor","San Juan","Washington",48.550301,-123.164598,48.547945,-123.161182,0.4,TRUE,1,1,1
"Crescent Beach","CrcntBch","Orcas Island","San Juan","Washington",48.694023,-122.901159,48.694761,-122.890669,0.5,TRUE,2,2,2
"Flat Point","FltPnt","Lopez Island","San Juan","Washington",48.553966,-122.900897,48.547172,-122.920002,2.1,TRUE,2,1,1
"South Beach-East","SthBchEa","San Juan Island","San Juan","Washington",48.455922,-123.001504,48.450895,-122.967219,2.65,TRUE,2,2,2
"Griffin Bay","GrffnBy","San Juan Island","San Juan","Washington",48.468486,-123.003697,48.466075,-122.998889,0.5,TRUE,2,1,1
"Cattle Point N","CttlPntN","Friday Harbor","San Juan","Washington",48.455195,-122.961555,48.454571,-122.962047,0.1,TRUE,2,1,1
"South Obstruction","SthObstr","Orcas Island","San Juan","Washington",48.601665,-122.829386,48.601666,-122.827495,0.2,TRUE,2,2,2
"Double Cove Beach","DblCvBch","Orcas","San Juan","Washington",48.59339,-122.92639,48.59209,-122.928,0.2,TRUE,2,1,1
"Cowlitz Bay","CwltzBy","Waldron Island","San Juan","Washington",48.687028,-123.037012,48.699402,-123.071458,3.2,TRUE,2,1,1
"Davison Head Isthmus","DvsnHdIs","Roche Harbor","San Juan","Washington",48.622153,-123.151083,48.621025,-123.150347,0.16,TRUE,2,1,1
"Orcas Ferry Landing","OrcsFrry","","San Juan","Washington",48.597859,-122.937799,48.597877,-122.943394,0.25,TRUE,1,1,1
"Hughes Bay","HghsBy","Lopez Island","San Juan","Washington",48.43043,-122.844135,48.431629,-122.842834,0.17,TRUE,2,1,1
"Aleck Bay","AlckBy","Lopez Island","San Juan","Washington",48.430797,-122.859581,48.426106,-122.863259,0.65,TRUE,1,1,1
"John's Pass","JhnsPss","Stuart Island","San Juan","Washington",48.673852,-123.167097,48.670595,-123.169233,0.41,TRUE,1,1,1
"Rosario","Rosario","Orcas Island","San Juan","Washington",48.646965,-122.870499,48.64717,-122.868878,0.1,TRUE,2,1,1
"Pear Point Beach","PrPtBch","Friday Harbor","San Juan","Washington",48.518848,-122.979391,48.520034,-122.975925,0.3,TRUE,1,2,2
"Blakely Island","BlklyIsl","","San Juan","Washington",48.57671,-122.827445,48.572347,-122.831108,0.78858,TRUE,1,1,1
"County Park - Shaw","CtyPkShw","","San Juan","Washington",48.564439,-122.93431,48.562993,-122.939727,0.44,TRUE,1,1,1
"Doe Island","DoeIsl","Orcas Island","San Juan","Washington",48.633634,-122.787844,48.633381,-122.787567,0.1,TRUE,1,1,1
"Grandma's Cove","GrndmCv","San Juan Island","San Juan","Washington",48.458348,-123.023008,48.459264,-123.024243,0.15,TRUE,2,2,2
"American Camp Beach","AmrcnCmp","San Juan","San Juan","Washington",48.455822,-123.001515,48.454732,-122.988087,1,FALSE,1,2,2
"PtHammond-FisheryPt","HmmndFsh","Waldron Island","San Juan","Washington",48.722483,-123.010858,48.717451,-123.040088,2,TRUE,2,1,1
"Judd Cove Preserve ","JdCvPrsv","Eastsound","San Juan","Washington",48.684762,-122.923399,48.685571,-122.921496,0.25,TRUE,1,2,2
"Mulno Cove Beach","MlnCvBch","Friday Harbor","San Juan","Washington",48.493725,-123.021832,48.495928,-123.020706,0.35,TRUE,2,1,1
"Otis Perkins","OtsPrkns","Lopez Island","San Juan","Washington",48.514043,-122.933833,48.49657,-122.941876,2.1,TRUE,NA,NA,NA
"Pirate Ship Beach","PrtShp","Decatur Island","San Juan","Washington",48.5101,-122.78468,48.50646,-122.79159,0.658,TRUE,1,2,2
"Guthrie Cove A","GthrCvA","Orcas","San Juan","Washington",48.594812,-122.885045,48.59352,-122.886829,0.3,TRUE,1,1,1
"Eastsound East","EastSndE","Orcas Island","San Juan","Washington",48.693186,-122.90123,48.691455,-122.900666,0.2,TRUE,1,1,1
"Prevost Harbor","PrvstHbr","Stuart Island","San Juan","Washington",48.683614,-123.209397,48.683614,-123.209397,0.2,TRUE,1,1,1
"Camp Orkila Beach","CmpOrkla","Orcas Island","San Juan","Washington",48.697925,-122.946682,48.711788,-122.950074,1.5,TRUE,2,1,1
"North Beach (Orcas Is.)","NBchOrcs","Orcas Island","San Juan","Washington",48.714247,-122.907968,48.713738,-122.904132,0.3,FALSE,NA,NA,NA
"South Beach-West","SthBchWe","San Juan Island","San Juan","Washington",48.455967,-123.002033,48.456133,-123.0098,0.6,TRUE,2,1,1
"Otter Point Orcas ","OttrPtO","Orcas Island","San Juan","Washington",48.665193,-122.913113,48.662845,-122.912306,1,TRUE,1,1,1
"Indian Beach","IndnBch","San Juan Island","San Juan","Washington",48.458641,-122.962913,48.456981,-122.962308,0.6,TRUE,1,1,1
"Jakle's Lagoon","JklsLgn","Friday Harbor","San Juan","Washington",48.462512,-122.989358,48.461505,-122.983999,0.41,TRUE,1,1,1
"Doe Bay","DoeBay","Orcas Island","San Juan","Washington",48.636966,-122.786491,48.639071,-122.786258,0.25,TRUE,2,1,1
"County Park South","CntyPKS","San Juan Island","San Juan","Washington",48.541638,-123.160073,48.540276,-123.159754,0.2,TRUE,2,1,1
"Guthrie Cove C","GthrCvC","Orcas","San Juan","Washington",48.596412,-122.871976,48.59644,-122.871799,0.1,TRUE,1,1,1
"Yellow Island","YllwIsl","Yellow Island","San Juan","Washington",48.592885,-123.028894,48.59153,-123.034642,0.8,TRUE,2,1,1
"Lonesome Cove","LnsmCv","San Juan Island","San Juan","Washington",48.62084,-123.113626,48.621927,-123.108616,0.3,TRUE,1,1,1
"Lyre River","LyreRvr","Port Angeles","Strait","Washington",48.160216,-123.826922,48.154219,-123.861418,2.5,TRUE,2,1,1
"Tongue Point","TngPnt","Port Angeles","Strait","Washington",48.163733,-123.704397,48.166595,-123.704846,0.4,TRUE,2,1,1
"Kiapot Point","KptPnt","Sequim","Strait","Washington",48.088546,-123.041347,48.085035,-123.017712,0.75,TRUE,2,1,1
"Half Moon Bay","HlfMnBy","Westport","South Coast","Washington",46.904702,-124.130524,46.91267,-124.11836,1.1,TRUE,2,1,1
"Marine View Drive","MrnVwDr","Ocean Shores","South Coast","Washington",46.95261,-124.174927,46.94432,-124.17519,1.9,TRUE,NA,NA,NA
"Seaview South","SvwSth","Seaview","South Coast","Washington",46.330379,-124.067844,46.319313,-124.069092,1.2,TRUE,1,1,1
"Cohasset South","ChsstS","Cohasset Beach","South Coast","Washington",46.85867,-124.11563,46.86644,-124.11905,0.9,TRUE,2,1,1
"Ocean City South","OcnCtyS","Ocean City","South Coast","Washington",47.070289,-124.176185,47.05048,-124.174395,2.2,TRUE,2,1,1
"Grayland North","GrylndN","Westport","South Coast","Washington",46.823172,-124.1043,46.809226,-124.101196,1.2,TRUE,2,1,1
"Salt Aire North","SltAireN","Grayland","South Coast","Washington",46.823169,-124.104307,46.837172,-124.108351,1.6,TRUE,2,1,1
"North Jetty to MVD (historic)","NJttyMVD","Ocean Shores","South Coast","Washington",NA,NA,NA,NA,3.2,FALSE,NA,NA,NA
"Ocean City State Park N","ocspn","Ocean City","South Coast","Washington",47.033506,-124.173447,47.050373,-124.174449,1.87,TRUE,2,1,1
