"name","code","city","region","state","start_lat","start_lon","turn_lat","turn_lon","length","monitored","BB.stat","SMD.stat","LMD.stat"
"Glenn's Ditch","GlnnsDch","Gustavus","Southeast Alaska","Alaska",58.39251,-135.70996,58.39653,-135.7357,1.9,TRUE,2,1,1
"Cowee Creek/False Outer Pt","CwCrkFOP","Juneau","Southeast Alaska","Alaska",58.30058,-134.677592,58.297002,-134.677874,0.42,TRUE,2,1,1
"N Tent City","NTentCty","Kotzebue","Chukchi","Alaska",66.903403,-162.56869,66.902098,-162.54018,1.08,TRUE,2,1,1
"Dog Camp-Base Rd","DgCmpBs","Kotzebue","Chukchi","Alaska",66.843372,-162.608152,66.838115,-162.59806,0.73,TRUE,1,1,1
"LaVonne's - Sadie Creek","LVnsSdCr","Kotzebue","Chukchi","Alaska",66.838091,-162.597944,66.815944,-162.556683,3,FALSE,NA,NA,NA
"Sadie Creek","SadieCr","Kotzebue","Chukchi","Alaska",66.824049,-162.570077,66.8159,-162.557642,1.07,TRUE,2,1,1
"NARL","NARL","Utqiagvik","Chukchi","Alaska",71.324119,-156.692553,71.329375,-156.674062,0.8,TRUE,2,NA,NA
"Churchrock","Chrchrck","Kotzebue","Chukchi","Alaska",66.136765,-161.651669,66.161175,-161.627993,2.97,TRUE,2,1,1
"Cape Lisburne","CpLsbrne","Cape Lisburne","Chukchi","Alaska",68.873617,-166.0847,68.871133,-166.043333,1.66,TRUE,1,1,1
"Front St-Barge","FrtStBrg","Kotzebue","Chukchi","Alaska",66.891769,-162.607779,66.866648,-162.623462,2.91,TRUE,1,1,1
"Sarichef Island East","SrchfIsE","Shishmaref","Chukchi","Alaska",66.246587,-166.103854,66.255389,-166.076566,1.6,TRUE,2,1,1
"Lavonne's","LvnnsBch","Kotzebue","Chukchi","Alaska",66.838115,-162.59806,66.824,-162.570089,1.99,TRUE,2,1,1
"Sarichef Island West Long","SIWL","Shishmaref","Chukchi","Alaska",66.246587,-166.103854,NA,NA,5.14,TRUE,NA,NA,NA
"Sarichef Island West","SrchfIsW","Shishmaref","Chukchi","Alaska",66.246587,-166.103854,66.236465,-166.142824,2.1,TRUE,2,1,1
"Mad River Park N","MadRvrN","Arcata","Humboldt","California",40.927363,-124.134684,40.942462,-124.131402,2,TRUE,2,1,1
"Murray Road Beach","MrrRdBch","Arcata","Humboldt","California",40.974882,-124.121199,40.956965,-124.12562,2,TRUE,2,1,1
"Trinidad State Beach","Trndd","McKinleyville","Humboldt","California",41.05687,-124.150552,41.061716,-124.148457,0.8,TRUE,2,1,1
"Stone Lagoon","StnLgn","Trinidad","Humboldt","California",41.244871,-124.104424,41.259315,-124.099477,1.66,TRUE,2,1,1
"Battery Point S","BttryS","Crescent City","Humboldt","California",41.743804,-124.197671,41.749754,-124.193254,1.3,TRUE,2,1,1
"Smith River","SmthRvr","","Humboldt","California",41.957544,-124.207723,41.953792,-124.209663,0.44,TRUE,1,1,1
"Steamboat Rock ","StmbtRck","Cape Mendocino","Humboldt","California",40.425425,-124.402963,40.417241,-124.398999,1,TRUE,1,1,1
"South Jetty ","SthJtty","Eureka","Humboldt","California",40.756768,-124.235019,40.748753,-124.240448,1,TRUE,1,1,1
"Kellogg North","KllggN","Crescent City","Humboldt","California",41.869483,-124.212917,41.8857,-124.20905,1.8,TRUE,2,1,1
"Samoa Bay St S","SamByStS","Eureka","Humboldt","California",40.799485,-124.20538,40.79144,-124.210717,1,TRUE,2,1,1
"Mad River South","MdRvrS","Arcata","Humboldt","California",40.92991,-124.13489,40.909051,-124.143516,2.4,TRUE,2,1,1
"False Klamath Cove","Klamath","Cresecent City","Humboldt","California",41.604324,-124.101689,41.601338,-124.100508,0.35,TRUE,1,1,1
"Murray Road 0809","Mrry0809","Arcata","Humboldt","California",40.974882,-124.121199,40.956965,-124.12562,2,FALSE,NA,NA,NA
"Point St. George North","PtStGrgN","Crescent City","Humboldt","California",41.785316,-124.25306,41.779266,-124.253745,1,TRUE,NA,NA,NA
"Murray Road 1011","Mrry1011","Arcata","Humboldt","California",40.974882,-124.121199,40.963253,-124.122703,1.3,FALSE,NA,NA,NA
"Centerville Road South","CvRdSBch","Ferndale","Humboldt","California",40.570932,-124.351695,40.57833,-124.347252,0.9,TRUE,1,1,1
"Enderts","Enderts","Crescent City","Humboldt","California",41.703283,-124.1432,41.699,-124.14175,0.5,TRUE,1,1,1
"Garth","Garth","Crescent City","Humboldt","California",41.770918,-124.245596,41.766181,-124.23253,1.4,TRUE,1,1,1
"Samoa Bay St","SmBySt","Samoa","Humboldt","California",40.799485,-124.20538,40.80285,-124.202683,0.4,FALSE,NA,NA,NA
"Battery Point N","BttryN","Crescent City","Humboldt","California",41.74956,-124.208401,41.743804,-124.197671,1.3,TRUE,2,1,1
"Crannell Beach","Crnnll","Arcata","Humboldt","California",41.007288,-124.114849,41.028609,-124.112456,2.38,TRUE,2,1,1
"Murray Road 1112","Mrry1112","Arcata","Humboldt","California",40.974882,-124.121199,40.966756,-124.122082,0.9,FALSE,NA,NA,NA
"Stamps South","mbpanms","Arcata","Humboldt","California",40.857868,-124.168926,40.849829,-124.173095,1.08,TRUE,2,1,1
"South Beach","SthBch","Crescent City","Humboldt","California",41.741827,-124.16712,41.744537,-124.179422,0.96,TRUE,1,1,1
"Murray Road 1213","Mrry1213","Arcata","Humboldt","California",40.974882,-124.121199,40.966877,-124.123372,0.6,FALSE,NA,NA,NA
"Beachcomber South","BchcmbrS","Crescent City","Humboldt","California",41.741402,-124.166592,41.734541,-124.158904,1,TRUE,1,1,1
"Samoa Jetty North","SmJttyN","Samoa","Humboldt","California",40.764602,-124.232603,40.769958,-124.225871,0.8,TRUE,2,1,1
"Kamph Park","KmphPrk","Smith River","Humboldt","California",41.973463,-124.205371,41.960572,-124.206249,1.44,TRUE,2,1,1
"Murray Road 0910","Mrry0910","Arcata","Humboldt","California",40.974882,-124.121199,40.960398,-124.123751,1.6,FALSE,NA,NA,NA
"Lanphere Dunes S","LphrDnsS","Arcata","Humboldt","California",40.896894,-124.148613,40.886451,-124.153617,1.1,TRUE,2,1,1
"Manila CC","MnlCC","Eureka","Humboldt","California",40.849911,-124.173179,40.84225,-124.177872,0.94,TRUE,2,1,1
"South Spit","SthSpit","Eureka","Humboldt","California",40.697296,-124.277076,40.712603,-124.265645,2,TRUE,2,1,1
"Ma-le'l Mid","MalelMid","Arcata","Humboldt","California",40.86388,-124.16492,40.8771,-124.1576,1.59,TRUE,2,1,1
"Eel River North","EelRvrN","Eureka","Humboldt","California",40.678248,-124.289819,40.689169,-124.281964,1,TRUE,2,1,1
"Big Lagoon","BgLgn","Trinidad","Humboldt","California",41.163937,-124.133026,41.151516,-124.138509,1.45,TRUE,2,1,1
"Pebble Beach","PbblBch","Crescent City","Humboldt","California",41.757068,-124.222002,41.761183,-124.224567,0.5,TRUE,2,1,1
"Samoa Cookhouse Beach","SmoaCkhs","Samoa","Humboldt","California",40.82151,-124.190801,40.830003,-124.18535,1,TRUE,2,1,1
"Clam Beach South","ClmBchS","McKinleyville","Humboldt","California",40.987159,-124.119381,40.975548,-124.120857,1.72,TRUE,2,1,1
"Caspar Beach","CsprBch","Mendocino","Mendocino","California",39.359966,-123.817998,39.36198,-123.816514,0.3,TRUE,2,1,1
"Ma-le'l South","MalelS","Arcata","Humboldt","California",40.86387,-124.16492,40.8584,-124.1684,0.42,TRUE,2,1,1
"North Pebble Beach","NPebble","Crescent City","Humboldt","California",41.766181,-124.23253,41.762201,-124.226179,0.69,TRUE,2,1,1
"Stone Lagoon North","StnLgnN","","Humboldt","California",41.258916,-124.099546,41.2642,-124.098612,0.59,TRUE,2,1,1
"Trinidad Lighthouse S","TrndLtS","Trinidad","Humboldt","California",41.055772,-124.137269,41.056007,-124.148631,0.68,TRUE,2,1,1
"Dry Lagoon Beach","DrLgnBch","","Humboldt","California",41.233631,-124.106585,41.21825,-124.11125,1.49,TRUE,2,1,1
"Murray Road 1314","Mrry1314","Arcata","Humboldt","California",40.974882,-124.121199,40.972275,-124.121859,0.3,FALSE,NA,NA,NA
"Ma-le'l North","MalelN","Arcata","Humboldt","California",40.8771,-124.1576,40.88631,-124.15303,1.09,TRUE,2,1,1
"Lanphere Dunes N","LphrDnsN","Arcata","Humboldt","California",40.896894,-124.148613,40.90791667,-124.144057,1.1,TRUE,2,1,1
"Samoa Bay St N","SamBySt","Samoa","Humboldt","California",40.799485,-124.20538,40.805995,-124.201065,0.8,TRUE,2,1,1
"Clam Beach North","ClmBchN","Mckinleyville","Humboldt","California",40.987926,-124.119901,41.007204,-124.114717,2.19,TRUE,2,1,1
"Table Bluff","TblBlff","Eureka","Humboldt","California",40.697296,-124.277076,40.689311,-124.283309,1.1,TRUE,2,1,1
"Moonstone","MnStn","McKinleyville","Humboldt","California",41.031522,-124.113731,41.028661,-124.111086,0.4,TRUE,2,1,1
"Elk Beach ","ElkBch","Elk","Mendocino","California",39.12445,-123.717791,39.129061,-123.71866,0.56,TRUE,2,1,1
"Virgin Creek North","VrgnCrkN","Fort Bragg","Mendocino","California",39.474915,-123.804279,39.479509,-123.803077,0.5,TRUE,2,1,1
"Van Damme State Park","VnDmStPk","Little River","Mendocino","California",39.272377,-123.790721,39.273949,-123.795299,0.3,TRUE,2,1,1
"Virgin Creek Beach","VnCrkBch","Fort Bragg","Mendocino","California",39.471719,-123.804773,39.474392,-123.804415,0.64,TRUE,2,1,1
"Seaside North","SsdBchN","Fort Bragg","Mendocino","California",39.554566,-123.766706,39.559567,-123.766628,0.57,TRUE,2,1,1
"Jug Handle Beach ","JgHndl","Caspar","Mendocino","California",39.375757,-123.821052,39.377328,-123.818538,0.23,TRUE,2,1,1
"Navarro Beach","Nvrro","Albion","Mendocino","California",39.190105,-123.759154,39.187223,-123.757357,0.36,TRUE,2,1,1
"Big River","BgRvr","Mendocino","Mendocino","California",39.303008,-123.79691,39.302485,-123.792347,0.45,TRUE,2,1,1
"Ward","Ward","Fort Bragg","Mendocino","California",39.502458,-123.787753,39.492052,-123.794724,0.81,TRUE,2,1,1
"Westport","WstPrt","","Mendocino","California",39.65993,-123.785789,39.651879,-123.783651,0.95077,TRUE,2,1,1
"Hare Creek Beach ","HrCrkBch","Fort Bragg","Mendocino","California",39.418289,-123.812533,39.416804,-123.81256,0.18,TRUE,2,1,1
"Pudding Creek Beach ","PddngCrk","Fort Bragg","Mendocino","California",39.458948,-123.809368,39.460843,-123.809086,0.21,TRUE,2,1,1
"Kehena Beach","KhenaBch","Pahoa","Hawaii","Hawaii",NA,NA,NA,NA,0.1,TRUE,NA,NA,NA
"Agate Beach","AgateBch","Newport","Oregon North","Oregon",44.6592,-124.05728,44.674101,-124.065034,1.75,TRUE,2,1,1
"Haystack Rock South","HayskRkS","Cannon Beach","Oregon North","Oregon",45.872663,-123.961918,45.886541,-123.96418,1.6,FALSE,NA,NA,NA
"Neahkanie N OWSP","NeahknN","Manzanita","Oregon North","Oregon",45.728497,-123.944279,45.742637,-123.958798,1.8,TRUE,2,1,1
"Gov. Patterson SP","GovPtrsn","Waldport","Oregon North","Oregon",44.413963,-124.084682,44.405506,-124.086075,0.9,TRUE,2,1,1
"Bayshore Beach","ByshrBch","Waldport","Oregon North","Oregon",44.439748,-124.082734,44.423734,-124.078471,1.6,TRUE,2,1,1
"Driftwood","Drftwd","Waldport","Oregon North","Oregon",44.46203,-124.082058,44.453387,-124.082559,1,TRUE,1,1,1
"Moolack South","MlckSth","Newport","Oregon North","Oregon",44.703793,-124.061669,44.690732,-124.066014,1.5,TRUE,2,1,1
"Nehalem Bay SP","NehlmBy","Manzanita","Oregon North","Oregon",45.657824,-123.940955,45.688611,-123.939613,1.7,TRUE,2,1,1
"Delake","Delake","Delake","Oregon North","Oregon",44.959648,-124.020873,44.975431,-124.016981,1.8,TRUE,2,1,1
"Nehalem Bay SP North","NhmBySPN","Manzanita","Oregon North","Oregon",45.688619,-123.939693,45.703567,-123.940683,1.6,TRUE,2,1,1
"Stonefield Beach ","Stnfld","Yachats ","Oregon North","Oregon",44.226161,-124.112628,44.237803,-124.111994,1.3,TRUE,1,1,1
"OR Mile 214","ORMI214","Newport","Oregon North","Oregon",NA,NA,NA,NA,1.6,FALSE,NA,NA,NA
"Moore Creek South","MrCrkS","Holiday Beach","Oregon North","Oregon",44.5657,-124.07059,44.57239,-124.06985,0.75,TRUE,1,2,1
"Tolovana Beach State Park","TlvnSP","Cannon Beach","Oregon North","Oregon",45.872663,-123.961918,45.862876,-123.962314,1.1,TRUE,1,2,2
"OR Mile 254","ORMI254","Neskowin","Oregon North","Oregon",45.106305,-123.985192,45.125047,-123.979637,1.6,TRUE,2,2,1
"Seal Rock","SealRck","Seal Rock","Oregon North","Oregon",44.507624,-124.081726,44.496893,-124.084471,1.22,TRUE,2,2,2
"Lost Creek Beach","LstCrk","Newport","Oregon North","Oregon",44.54332,-124.073856,44.523047,-124.071674,2.5,TRUE,1,1,1
"Salmon River","SlmnRvr","Neskowin","Oregon North","Oregon",45.034788,-124.007895,45.047243,-124.005717,2,TRUE,1,1,1
"Cliff Beach","ClffBch","South Beach","Oregon North","Oregon",44.56573,-124.07098,44.559051,-124.072106,0.75,TRUE,1,1,1
"Devil's Punchbowl N","DvlsPchN","Newport","Oregon North","Oregon",44.751356,-124.064716,44.748549,-124.064198,0.41,TRUE,2,1,1
"OR Mile 287","ORMI287","Cape Meares","Oregon North","Oregon",45.540377,-123.951396,45.525612,-123.953579,1.64,TRUE,2,2,1
"Yaquina Head","YqnaHd","Newport","Oregon North","Oregon",44.675428,-124.077501,44.674101,-124.076371,0.2,TRUE,2,1,1
"OR Mile 313 S","ORMI313S","Cannon Beach","Oregon North","Oregon",45.872663,-123.961918,45.87976,-123.963346,0.78,TRUE,2,1,1
"Taft Beach","TftBch","Lincoln City ","Oregon North","Oregon",44.928538,-124.025539,44.945268,-124.023823,1.9,TRUE,1,1,1
"OR Mile 243","ORMI243","Lincoln City","Oregon North","Oregon",44.975498,-124.016986,44.990273,-124.013604,1.6,TRUE,2,1,1
"DeLaura Rd N","DLrRdN","Warrenton","Oregon North","Oregon",46.1499,-123.9651,46.14013,-123.95991,1.15873,TRUE,2,1,1
"OR Mile 315","ORMI315","Cannon Beach","Oregon North","Oregon",45.89834,-123.96427,45.91644,-123.97243,2.14,TRUE,2,1,1
"OR Mile 286","ORMI286","Tillamook","Oregon North","Oregon",45.5227,-123.954789,45.508066,-123.957864,1.6,TRUE,2,1,1
"Fishing Rock North","FshngRkN","Lincoln Beach","Oregon North","Oregon",44.859783,-124.044178,44.845736,-124.051095,1.67,TRUE,1,2,2
"Oceanside","Ocnsde","Tillamook","Oregon North","Oregon",45.461983,-123.972,45.449769,-123.965185,1,TRUE,2,1,1
"Gearhart Beach","Gearhart","Gearhart","Oregon North","Oregon",46.030944,-123.930775,46.019071,-123.930597,1.6,TRUE,2,2,2
"Washburn North","WshbrnN","Florence","Oregon North","Oregon",44.160723,-124.118159,44.168279,-124.117286,0.84,TRUE,1,1,1
"Salishan Spit South","SalSptS","Lincoln City ","Oregon North","Oregon",44.893803,-124.033963,44.903945,-124.031396,1.15,TRUE,2,1,1
"Happy Camp Rd North","HppyCmp","Tillamook","Oregon North","Oregon",45.439983,-123.955521,45.446129,-123.963596,1,TRUE,2,1,1
"Manzanita Beach","MnztBch","Manzanita","Oregon North","Oregon",45.712717,-123.940783,45.703617,-123.940167,1,TRUE,2,1,1
"Tierra Del Mar N","TrrDMar","Pacific City","Oregon North","Oregon",45.254907,-123.967069,45.273766,-123.963958,2.1,TRUE,2,1,1
"Nedonna","Ndnna","","Oregon North","Oregon",45.654919,-123.941727,45.636946,-123.943172,2,TRUE,1,1,1
"Bob Creek","BobCrk","Yachats","Oregon North","Oregon",44.244572,-124.112975,44.239635,-124.112006,0.56,TRUE,1,1,1
"Sunset Road North","SnstRdN","Warrenton","Oregon North","Oregon",46.098642,-123.942359,46.1081,-123.945971,1.1,TRUE,2,2,2
"Seal Rock South","SealRckS","Seal Rock","Oregon North","Oregon",44.496031,-124.085014,44.485828,-124.085436,1.17,TRUE,2,2,2
"Peter Iredale N","PtrIdl","Warrenton","Oregon North","Oregon",46.178011,-123.979976,46.197321,-123.992371,2.4,TRUE,NA,NA,NA
"Beverly Beach Campground North","BvBchCgN","Newport","Oregon North","Oregon",44.737733,-124.056764,44.729682,-124.058603,0.91,TRUE,2,2,2
"Devil's Punchbowl South","DvlsPchS","Newport","Oregon North","Oregon",44.74661,-124.063544,44.737733,-124.056764,1.11,TRUE,2,1,2
"OR Mile 327","ORMI327","Gearhart","Oregon North","Oregon",46.043644,-123.930695,46.058127,-123.932539,1.6,TRUE,2,2,2
"OR Mile 300","ORMI300","Manzanita","Oregon North","Oregon",45.728605,-123.943982,45.718374,-123.941655,1.6,TRUE,1,1,1
"Roads End South","RdsEndS","Lincoln City","Oregon North","Oregon",44.998049,-124.012037,45.008693,-124.009724,1.2,TRUE,2,1,1
"Cape Kiwanda","CpKwnd","Pacific City","Oregon North","Oregon",45.215828,-123.971873,45.202417,-123.968488,1.5,TRUE,1,1,1
"Washburn South","WshbrnS","Florence","Oregon North","Oregon",44.160726,-124.118518,44.149605,-124.121567,1.26,TRUE,1,1,1
"Sunset Road South","SnstRdS","Sunset Beach","Oregon North","Oregon",46.09858,-123.9428,46.08887,-123.93991,1.11,TRUE,2,2,2
"Cape Lookout","Cplkout","Netarts","Oregon North","Oregon",45.358185,-123.972647,45.36888,-123.969927,1.2,TRUE,2,1,1
"Bob Straub State Prk","BbStrbSP","Pacific City","Oregon North","Oregon",45.19262,-123.96859,45.181821,-123.969944,1.6,TRUE,1,2,2
"South Beach State Park","SthBchSP","Newport","Oregon North","Oregon",44.59879,-124.067391,44.611592,-124.072026,1.09,TRUE,1,2,1
"Nye South","NyeS","Newport","Oregon North","Oregon",44.63578,-124.065094,44.618095,-124.067412,1.9,TRUE,2,1,2
"Grant Creek","GrntCrk","Newport","Oregon North","Oregon",44.580269,-124.068935,44.572513,-124.069596,0.91,TRUE,2,2,2
"Nye North","NyeN","Newport","Oregon North","Oregon",44.644762,-124.06249,44.636578,-124.065094,0.95,TRUE,2,1,1
"McPhillips Beach","McPhllps","","Oregon North","Oregon",45.233704,-123.971105,45.223071,-123.973112,1.2,TRUE,2,1,1
"Seaside Beach","SsdBch","Seaside","Oregon North","Oregon",46.001498,-123.928799,45.976337,-123.937952,2.88,TRUE,2,1,2
"OR Mile 313 N","ORMI313N","Cannon Beach","Oregon North","Oregon",45.886541,-123.96418,45.87976,-123.963346,0.78,TRUE,2,2,2
"OR Mile 309 (Arch Cape)","ORMI309","Cannon Beach","Oregon North","Oregon",45.803097,-123.967239,45.823396,-123.962597,1.6,TRUE,2,1,1
"OR Mile 255","ORMI255","Neskowin","Oregon North","Oregon",45.125047,-123.979637,45.141237,-123.976113,1.6,TRUE,2,1,1
"Short Beach","ShrtBch","Tillamook","Oregon North","Oregon",45.472611,-123.969905,45.478656,-123.969659,0.7,TRUE,2,2,2
"Short Sands OWSP","ShrtSnds","Manzanita","Oregon North","Oregon",45.757757,-123.964569,45.763824,-123.970055,1,TRUE,2,1,1
"OR Mile 196","ORMI196","Yachats","Oregon North","Oregon",44.338175,-124.099058,44.350019,-124.096657,1.6,TRUE,2,2,2
"Fort Stevens State Park North","FtStnSPN","Hammond","Oregon North","Oregon",46.21449,-124.00406,46.20418,-123.99673,1.33,TRUE,2,2,2
"Devil's Punchbowl","DvlsPch","Newport","Oregon North","Oregon",44.74661,-124.063544,44.729682,-124.058603,2.4,FALSE,NA,NA,NA
"Muriel Ponsler","MrlPnslr","Florence","Oregon North","Oregon",44.168239,-124.117375,44.175666,-124.116679,0.8,TRUE,2,1,1
"Bob Straub South","BbStrbS","Pacific City ","Oregon North","Oregon",45.18171,-123.969816,45.172472,-123.970485,1,TRUE,2,2,2
"Surfland Beach","Srflnd","Newport","Oregon North","Oregon",44.580665,-124.068848,44.589407,-124.068204,0.97,TRUE,2,2,2
"Roads End","RoadsEnd","Lincoln City","Oregon North","Oregon",45.008757,-124.00952,45.020966,-124.009017,1,TRUE,1,2,1
"Salishan Spit","SlshnSpt","Cutler City","Oregon North","Oregon",44.91969,-124.02807,44.92632,-124.022584,1,TRUE,1,2,2
"Schooner South","SchnrSth","Newport","Oregon North","Oregon",44.687599,-124.067138,44.67721,-124.07452,1.4,TRUE,2,2,2
"Nye Beach","NyeBch","Newport","Oregon North","Oregon",44.636294,-124.065321,44.617499,-124.067779,2.3,FALSE,NA,NA,NA
"Delaura Rd S","DLrRdS","Warrenton","Oregon North","Oregon",46.140119,-123.96005,46.129198,-123.955429,1.3,TRUE,2,1,1
"Ocean Beach","OcnBch","Florence","Oregon North","Oregon",44.186377,-124.116076,44.199482,-124.114912,1.5,TRUE,2,1,1
"OR Mile 285","ormi285","Cape Meares","Oregon North","Oregon",45.49421,-123.9657,45.507081,-123.958049,1.61,TRUE,2,1,1
"Coronado Shores","CrndShrs","Lincoln City","Oregon North","Oregon",44.863867,-124.04287,44.873214,-124.039823,1,TRUE,1,1,1
"OR Mile 241","ORMI241","Lincoln City","Oregon North","Oregon",44.945268,-124.023823,44.959722,-124.020943,1.6,TRUE,1,1,1
"Arcadia Beach","ArcdBch","Cannon Beach","Oregon North","Oregon",45.847717,-123.9617,45.838483,-123.961133,0.8,TRUE,2,2,2
"Barview Jetty","BrvwJtty","Rockaway Beach","Oregon North","Oregon",45.57126,-123.95668,45.57883,-123.95393,0.9,TRUE,1,1,1
"Fort Stevens State Park","FtStvns","Warrenton","Oregon North","Oregon",46.17665,-123.97929,46.18675,-123.98556,1.2,TRUE,1,1,1
"Agate Beach South","AgtBchS","Newport","Oregon North","Oregon",44.65917,-124.05728,44.64476,-124.06249,1.66,TRUE,1,2,2
"Rock Creek","RckCrk","Florence","Oregon North","Oregon",44.183032,-124.116275,44.17672,-124.116537,0.7,TRUE,1,1,1
"North Bob Straub","NBbStrb ","Pacific City","Oregon North","Oregon",45.192665,-123.96866,45.202309,-123.968949,1.1,TRUE,2,1,1
"OR Mile 266","ORMI266","Netarts","Oregon North","Oregon",45.280464,-123.962772,45.289929,-123.963367,1,TRUE,1,1,1
"Beachside State Park","BchSdSP","Waldport","Oregon North","Oregon",44.383358,-124.090366,44.371388,-124.091978,1.3,TRUE,2,2,2
"Seaside Beach North","SsdBcNth","Seaside","Oregon North","Oregon",46.001567,-123.93001,46.009853,-123.925519,0.64,TRUE,1,1,1
"OR Mile 166","ORMI166","Florence","Oregon South","Oregon",43.959963,-124.142667,43.946936,-124.145021,1.46,TRUE,NA,NA,NA
"Euchre Creek","EuchrCrk","Gold Beach","Oregon South","Oregon",42.55371,-124.394713,42.545443,-124.397239,1,TRUE,1,1,1
"Sacchi Beach","Sacchi","Charleston","Oregon South","Oregon",43.271296,-124.381991,43.259525,-124.386727,1.38,TRUE,1,1,1
"Coos Spit","CsSpt","Coos Bay","Oregon South","Oregon",43.3572,-124.33854,43.36876,-124.32877,1.5,TRUE,2,1,1
"OR Mile 102 N","ORMI102N","Bandon","Oregon South","Oregon",43.124237,-124.425972,43.134111,-124.420908,1.2,TRUE,2,1,1
"Bullards Beach South","BllrdSth","Bandon","Oregon South","Oregon",43.136256,-124.420101,43.144997,-124.417029,1,TRUE,2,1,1
"Sunset Bay","SnstBy","Charleston","Oregon South","Oregon",43.331768,-124.374539,43.33535,-124.372372,0.46,TRUE,2,1,1
"Harris Beach","HrrsBch","Brookings, OR","Oregon South","Oregon",42.066597,-124.313115,42.070162,-124.31762,0.6,TRUE,2,1,1
"Whaleshead","Whlshd","Brookings","Oregon South","Oregon",42.143174,-124.356255,42.134646,-124.352265,1.1,TRUE,2,1,1
"OR Mile 168","ormi168","Florence","Oregon South","Oregon",43.975476,-124.140651,43.986924,-124.138866,1.7,TRUE,2,1,1
"Crissey Field","CrssyFld","Brookings","Oregon South","Oregon",42.003862,-124.214566,41.990668,-124.209243,1.6,TRUE,1,1,1
"Cut Creek South","CtCrkSth","Bandon","Oregon South","Oregon",43.18416,-124.40238,43.17544,-124.40575,0.87387,TRUE,2,NA,NA
"Seven Devils Wayside","SvnDvls","Bandon","Oregon South","Oregon",43.219332,-124.397847,43.236549,-124.391508,2,TRUE,2,1,1
"Whiskey Run N","WhskyRnN","Bandon","Oregon South","Oregon",43.210744,-124.395069,43.219491,-124.397584,1,TRUE,2,1,1
"OR Mile 175","ormi175","Florence","Oregon South","Oregon",44.067849,-124.12797,44.089939,-124.124963,1.7,TRUE,1,1,1
"Salmon Harbor Drive","SlnHbrD","Reedsport","Oregon South","Oregon",43.648436,-124.209841,43.632969,-124.212738,1.8,TRUE,1,1,1
"Salmon Harbor South","SlnHrbrS","Reedsport","Oregon South","Oregon",43.63296,-124.21275,43.60749,-124.21863,2.3,TRUE,1,1,1
"OR Mile 121 (Lighthouse Beach)","ORMI121","Charleston","Oregon South","Oregon",43.33916,-124.37329,43.341734,-124.361144,1,TRUE,2,1,1
"OR Mile 102 S","ORMI102S","Bandon","Oregon South","Oregon",43.122449,-124.429313,43.11684,-124.434994,0.8,TRUE,2,1,1
"Pistol River State Park","PstlRvSP","","Oregon South","Oregon",42.277248,-124.40752,42.254628,-124.410489,2.5,TRUE,2,1,1
"Seven Devils North","SvnDvlsN","Bandon","Oregon South","Oregon",43.23609,-124.39158,43.25782,-124.386976,2.4,TRUE,2,1,1
"OR Mile 99","ORMI99","Bandon","Oregon South","Oregon",43.090019,-124.434501,43.082826,-124.435255,1,TRUE,2,1,1
"OR Mile 96","ORMI96","Bandon","Oregon South","Oregon",43.041168,-124.443512,43.0556,-124.440477,1.2,FALSE,NA,NA,NA
"OR Mile 101","ORMI101","Bandon ","Oregon South","Oregon",43.113768,-124.436928,43.105363,-124.435278,1.09,TRUE,2,1,1
"Wayside Park","WysdPrk","Port Orford","Oregon South","Oregon",42.742178,-124.492366,42.737769,-124.482521,0.9,TRUE,2,1,1
"Whiskey Run S","WhskyRnS","Bandon","Oregon South","Oregon",43.210775,-124.395026,43.202124,-124.397192,1,TRUE,2,1,1
"Cut Creek North","CtCrkNrt","Bandon","Oregon South","Oregon",43.19194,-124.3994,43.1841667,-124.4022222,0.8,TRUE,2,1,1
"Bastendorff South","BstndrfS","Charleston","Oregon South","Oregon",43.344398,-124.349142,43.341731,-124.359163,0.93,TRUE,2,1,1
"Turtle Rock South","TrtlRckS","Gold Beach","Oregon South","Oregon",42.385714,-124.424393,42.368895,-124.424735,1.9,TRUE,2,1,1
"Hubbard Creek","HbbrdCrk","Port Orford","Oregon South","Oregon",42.735967,-124.47735,42.729117,-124.470367,0.95,TRUE,2,1,1
"Cape Blanco North","CpBlncN","Port Orford","Oregon South","Oregon",42.837612,-124.560189,42.840181,-124.552726,0.69,TRUE,1,1,1
"Lone Ranch Beach","LnRnch","Brookings","Oregon South","Oregon",42.10062,-124.345693,42.093171,-124.341354,1,TRUE,2,1,1
"Harbor Vista","HrbrVsta","Florence","Oregon South","Oregon",44.018893,-124.140481,44.036109,-124.134087,2.1,TRUE,1,1,1
"Bullards Beach North","Bllrds","Bandon","Oregon South","Oregon",43.146418,-124.416341,43.155159,-124.413064,1,TRUE,2,1,1
"Whiskey Run Beach","WhskyRn","Bandon","Oregon South","Oregon",43.20207,-124.397299,43.21952,-124.397769,2,FALSE,NA,NA,NA
"OR Mile 23","ormi23","Pistol River","Oregon South","Oregon",42.306376,-124.411015,42.298327,-124.41024,1,TRUE,1,1,1
"Chetco Beach South","ChtcBchS","Brookings","Oregon South","Oregon",42.044723,-124.270044,42.041259,-124.26435,1.25,TRUE,2,1,1
"Tenmile Beach","Tnmle","Coos Bay","Oregon South","Oregon",43.559036,-124.23364,43.535397,-124.242286,1.6,TRUE,1,1,1
